"id","Year","DOY","Treatment","Cut_Number","Molehill","Lodging","N_species","height_obs","biomass_obs","height_dem_mean","height_dem_sd","height_dem_min","height_dem_q25","height_dem_q50","height_dem_q75","height_dem_q90","height_dem_max"
1,2022,165,1,1,1,2,NA,0.556,1189.95,0.416075913,0.12399038,0.181015015,0.299293518,0.423744202,0.529483795,0.570411682,0.636734009
1,2022,257,1,2,0,0,NA,0.16,125.57,0.08951072,0.017734175,0.031593323,0.078525543,0.089881897,0.099838257,0.109060669,0.1796875
1,2023,157,1,1,NA,0,13,0.518,593.59,0.476996185,0.076359279,0.237228394,0.442720413,0.481018066,0.520206451,0.56357193,0.68888092
1,2023,265,1,2,NA,2,NA,0.246,350.76,0.208921529,0.033221179,0.034065247,0.192024231,0.207481384,0.225288391,0.247364807,0.323783875
10,2022,165,1,1,0,0,9,0.764,988.84,0.683531246,0.153606983,0.252288818,0.591625214,0.736068726,0.794963837,0.846070862,0.88205719
10,2022,257,1,2,1,0,8,0.154,59.83,0.077297205,0.021622917,0.024887085,0.062004089,0.075328827,0.091573715,0.104270935,0.145896912
10,2023,157,1,1,NA,1,13,0.568,622.15,0.521413406,0.13164284,0.175582886,0.445137024,0.544464111,0.632553101,0.661560059,0.712158203
10,2023,265,1,2,NA,2,11,0.274,308.66,0.205184659,0.032548104,0.140777588,0.180183411,0.20098114,0.228981018,0.246730042,0.326026917
100,2022,136,3,1,1,0,NA,0.428,528.76,0.333264912,0.035176039,0.24671936,0.308412552,0.329994202,0.358201981,0.377992249,0.439239502
100,2022,165,3,2,1,0,NA,0.15,95,0.066966896,0.02894989,0.01008606,0.047615051,0.06438446,0.083641052,0.10292511,0.193557739
100,2022,214,3,3,0,1,NA,0.154,169.52,0.119101137,0.034942744,0.029151917,0.097709656,0.118209839,0.141204834,0.167860413,0.20085907
100,2022,257,3,4,0,0,NA,0.19,164.09,0.161196539,0.02512783,0.097305298,0.143859863,0.15827179,0.177200317,0.195701599,0.229759216
100,2023,136,3,1,NA,0,12,0.462,320.13,0.211094572,0.050843197,0.061012268,0.172294617,0.214584351,0.250524521,0.276500702,0.345191956
100,2023,170,3,2,NA,0,NA,0.158,109.7,0.072245665,0.031128568,0.013206482,0.049293518,0.068756104,0.089622498,0.118193054,0.154304504
100,2023,221,3,3,NA,1,NA,0.268,364.28,0.17134993,0.024717176,0.110557556,0.154785156,0.169906616,0.187824249,0.204681396,0.236282349
100,2023,265,3,4,NA,0,NA,0.164,79.74,0.087841884,0.021673632,0.036201477,0.073112488,0.087501526,0.101257324,0.115800476,0.173469543
101,2022,136,3,1,1,0,7,0.352,447.19,0.316236108,0.023567876,0.257575989,0.300199509,0.314872742,0.331327438,0.344947815,0.425415039
101,2022,165,3,2,0,0,6,0.156,115.46,0.098190057,0.036876778,0.010360718,0.074764252,0.095588684,0.116851807,0.147546387,0.210540771
101,2022,214,3,3,0,2,6,0.142,210.48,0.12696159,0.034836329,0.039710999,0.104558945,0.125919342,0.147171021,0.172364044,0.233299255
101,2022,257,3,4,0,2,7,0.194,245.81,0.168807829,0.020432356,0.096305847,0.154079437,0.169380188,0.184333801,0.195640564,0.214752197
101,2023,136,3,1,NA,0,11,0.484,403.55,0.334750259,0.05874692,0.199211121,0.28742981,0.337554932,0.37802887,0.410585022,0.513420105
101,2023,170,3,2,NA,0,9,0.158,127.8,0.113073724,0.042612712,0.012123108,0.08190155,0.11567688,0.141677856,0.172888184,0.210929871
101,2023,221,3,3,NA,2,9,0.252,448.03,0.168379883,0.051944154,0.010482788,0.148859024,0.179122925,0.199428558,0.219278717,0.310562134
101,2023,265,3,4,NA,1,10,0.172,206.39,0.154604565,0.022875217,0.077789307,0.141424179,0.155376434,0.170909882,0.18195343,0.222724915
102,2022,136,3,1,0,0,NA,0.22,241.06,0.239528627,0.073473602,0.082801819,0.182203293,0.221298218,0.309803009,0.34708786,0.389144897
102,2022,165,3,2,0,0,NA,0.126,51.13,0.080745555,0.025223705,0.014656067,0.063545227,0.079650879,0.097457886,0.11566925,0.144882202
102,2022,214,3,3,0,0,NA,0.278,331.06,0.315896004,0.031279369,0.219055176,0.292226791,0.316692352,0.339078903,0.358359528,0.383804321
102,2022,257,3,4,0,2,NA,0.196,156.79,0.194980464,0.026761174,0.11782074,0.173667908,0.19254303,0.215408325,0.232107544,0.263793945
102,2023,136,3,1,NA,0,7,0.29,210.94,0.169893052,0.040266608,0.027374268,0.148374557,0.177536011,0.202100754,0.213102722,0.233306885
102,2023,170,3,2,NA,0,NA,0.14,87.97,0.093931669,0.029978111,0.013275146,0.07144165,0.093009949,0.119483948,0.132315063,0.162414551
102,2023,221,3,3,NA,2,NA,0.298,406.53,0.247421729,0.03447934,0.149711609,0.221038818,0.250083923,0.27217865,0.288456726,0.340621948
102,2023,265,3,4,NA,2,NA,0.192,98.21,0.162518995,0.018566907,0.117980957,0.149894714,0.161193848,0.1745224,0.189834595,0.212715149
103,2022,136,3,1,0,0,6,0.172,128.82,0.054470512,0.026424384,0.010040283,0.032958984,0.05286026,0.072338104,0.091403961,0.135818481
103,2022,165,3,2,0,0,6,0.126,52.53,0.079317359,0.022237093,0.016090393,0.062383652,0.079421997,0.096025467,0.106476593,0.148361206
103,2022,214,3,3,0,0,6,0.302,373.82,0.334547423,0.06093827,0.076667786,0.306203842,0.339050293,0.375114441,0.407230377,0.445510864
103,2022,257,3,4,0,2,5,0.212,188.93,0.196687104,0.035861474,0.083518982,0.1743927,0.197319031,0.222511292,0.24312439,0.278869629
103,2023,136,3,1,NA,0,6,0.242,145.96,0.128448704,0.041404724,0.010093689,0.10001564,0.131908417,0.158369064,0.181016541,0.230789185
103,2023,170,3,2,NA,0,8,0.15,86.73,0.086216093,0.025299079,0.018936157,0.07144165,0.088562012,0.103790283,0.117964172,0.143936157
103,2023,221,3,3,NA,1,10,0.328,318.4,0.242734717,0.054935098,0.083992004,0.20615387,0.248397827,0.291069031,0.309616089,0.345001221
103,2023,265,3,4,NA,2,10,0.182,102.38,0.168566272,0.031957201,0.059104919,0.144666672,0.165607452,0.191343307,0.214488983,0.242080688
104,2022,136,3,1,0,0,NA,0.238,188.02,0.107881468,0.042694665,0.010490417,0.073608398,0.119865417,0.141437531,0.154838562,0.187599182
104,2022,165,3,2,0,0,NA,0.154,85.04,0.105966675,0.027042276,0.031944275,0.086526871,0.105983734,0.125570297,0.140457153,0.217163086
104,2022,214,3,3,0,0,NA,0.312,416.99,0.349158298,0.069451327,0.179534912,0.298593521,0.340526581,0.410385132,0.444683075,0.485618591
104,2022,257,3,4,0,2,NA,0.218,216.31,0.263992845,0.033419084,0.148384094,0.244987488,0.266853333,0.283847809,0.300443268,0.35798645
104,2023,136,3,1,NA,0,6,0.32,255.15,0.27280243,0.060353217,0.09400177,0.232711792,0.279933929,0.321586609,0.343500519,0.404685974
104,2023,170,3,2,NA,0,NA,0.132,72.12,0.095111861,0.050965079,0.011924744,0.058959961,0.08039856,0.124164581,0.177740479,0.220428467
104,2023,221,3,3,NA,2,NA,0.276,383.38,0.250357636,0.041680604,0.121788025,0.21774292,0.25818634,0.281280518,0.300177002,0.336868286
104,2023,265,3,4,NA,1,NA,0.18,100.93,0.196878807,0.034103668,0.106460571,0.170000076,0.201450348,0.224557877,0.239807129,0.268119812
105,2022,136,3,1,0,0,4,0.214,208.17,0.132412572,0.05108658,0.010406494,0.087104797,0.136306763,0.168067932,0.197749329,0.274482727
105,2022,165,3,2,0,0,5,0.118,89.83,0.101352518,0.044218194,0.01008606,0.064144135,0.105308533,0.135784149,0.158864594,0.210769653
105,2022,214,3,3,0,0,5,0.288,311.08,0.323205805,0.045238143,0.137741089,0.297210693,0.331577301,0.355661392,0.374976349,0.402397156
105,2022,257,3,4,0,2,3,0.194,159.71,0.197582199,0.030222156,0.042449951,0.18388176,0.202762604,0.21887207,0.228762054,0.257965088
105,2023,136,3,1,NA,0,6,0.284,231.48,0.193192428,0.069140648,0.034507751,0.134939194,0.204071045,0.254083633,0.277721405,0.315208435
105,2023,170,3,2,NA,0,8,0.132,78.24,0.103347135,0.025649047,0.043121338,0.087055206,0.100093842,0.115621567,0.136100769,0.1977005
105,2023,221,3,3,NA,2,10,0.24,446.31,0.222758045,0.046091031,0.118789673,0.191364288,0.231559753,0.253860474,0.275614166,0.337020874
105,2023,265,3,4,NA,0,7,0.206,105.24,0.194470355,0.034896556,0.031494141,0.173561096,0.199958801,0.216278076,0.233659363,0.285194397
106,2022,136,3,1,0,0,NA,0.244,208.82,0.116898508,0.04273489,0.011245728,0.090911865,0.124984741,0.145378113,0.163345337,0.224998474
106,2022,165,3,2,0,0,NA,0.134,72.46,0.088080504,0.029579565,0.011810303,0.069190979,0.090759277,0.110229492,0.124411011,0.149093628
106,2022,214,3,3,0,0,NA,0.158,207.01,0.174814581,0.037613545,0.057014465,0.151134491,0.18346405,0.202159882,0.218077087,0.246551514
106,2022,257,3,4,0,2,NA,0.154,135.93,0.151697074,0.025855776,0.072265625,0.134279251,0.153808594,0.171308517,0.183644867,0.211883545
106,2023,136,3,1,NA,0,8,0.3,275.21,0.132564016,0.042928292,0.017692566,0.102510452,0.132369995,0.162319183,0.186064148,0.285682678
106,2023,170,3,2,NA,0,NA,0.132,70.27,0.081967415,0.032207285,0.010513306,0.056631088,0.083889008,0.108533859,0.122158051,0.161254883
106,2023,221,3,3,NA,1,NA,0.25,399.64,0.233303688,0.024688798,0.146728516,0.217998505,0.233268738,0.250616074,0.262728882,0.31526947
106,2023,265,3,4,NA,2,NA,0.19,174.52,0.175202296,0.031436798,0.081230164,0.151123047,0.175239563,0.195796967,0.218295288,0.251991272
107,2022,136,3,1,0,0,8,0.328,337.27,0.218313508,0.051143833,0.013069153,0.194980621,0.225795746,0.249502182,0.273484802,0.332824707
107,2022,165,3,2,0,0,8,0.142,140.53,0.094648002,0.028609261,0.013595581,0.07362175,0.095050812,0.116153717,0.132534027,0.161148071
107,2022,214,3,3,0,0,7,0.132,259.98,0.150616387,0.037033018,0.052024841,0.120811462,0.152519226,0.178504944,0.195024109,0.257102966
107,2022,257,3,4,1,2,6,0.17,244.13,0.149059138,0.035771759,0.014190674,0.124771118,0.154376984,0.175264359,0.189810181,0.245353699
107,2023,136,3,1,NA,0,8,0.486,361.6,0.277391346,0.041448742,0.150474548,0.2550354,0.278533936,0.300613403,0.325462341,0.398681641
107,2023,170,3,2,NA,0,9,0.138,127.27,0.093151426,0.036561606,0.010101318,0.071960449,0.097625732,0.119865417,0.138426208,0.170547485
107,2023,221,3,3,NA,1,15,0.268,500.16,0.254222468,0.044325282,0.138191223,0.22608757,0.25799942,0.283100128,0.307430267,0.363838196
107,2023,265,3,4,NA,1,11,0.194,232.19,0.15673457,0.043722637,0.015533447,0.127012253,0.159408569,0.188209534,0.212627411,0.243492126
108,2022,136,3,1,0,0,NA,0.342,391.47,0.260164902,0.076856016,0.011734009,0.204996109,0.265453339,0.320344925,0.357471466,0.414932251
108,2022,165,3,2,1,0,NA,0.126,91.5,0.047078298,0.021165149,0.010101318,0.031417847,0.045375824,0.062366486,0.073852539,0.128173828
108,2022,214,3,3,0,0,NA,0.084,98.31,0.069224431,0.079918781,0.01007843,0.041675568,0.055778503,0.075942993,0.093930054,0.953933716
108,2022,257,3,4,1,2,NA,0.164,162.96,0.116095234,0.097178993,0.028160095,0.085197449,0.108985901,0.128196716,0.145774841,1.306228638
108,2023,136,3,1,NA,0,9,0.47,469.2,0.254389603,0.065013465,0.010017395,0.225597382,0.267196655,0.292861938,0.329568481,0.380409241
108,2023,170,3,2,NA,1,NA,0.154,161.31,0.079716487,0.0310978,0.010559082,0.058673859,0.081073761,0.103420258,0.12026062,0.148254395
108,2023,221,3,3,NA,2,NA,0.232,455.24,0.185575112,0.03741037,0.091110229,0.160148621,0.194728851,0.211585999,0.226367188,0.274047852
108,2023,265,3,4,NA,0,NA,0.182,151.75,0.127822121,0.02435145,0.057113647,0.111206055,0.129211426,0.144687653,0.158761597,0.198493958
11,2022,165,1,1,0,0,NA,0.786,1061.48,0.753717237,0.055342681,0.499832153,0.725257874,0.759033203,0.784004211,0.819396973,0.905929565
11,2022,257,1,2,1,0,NA,0.18,141.28,0.108781338,0.024990506,0.058242798,0.087921143,0.108604431,0.1276474,0.143180847,0.176986694
11,2023,157,1,1,NA,1,12,0.534,1387.28,0.679299152,0.078641074,0.343269348,0.646308899,0.704475403,0.730201721,0.752285767,0.779144287
11,2023,265,1,2,NA,1,NA,0.248,263.75,0.174678977,0.031024091,0.09979248,0.151706696,0.173686981,0.19711113,0.215942383,0.269454956
12,2022,165,1,1,1,2,6,0.58,1250.07,0.52887985,0.109367658,0.238868713,0.472232819,0.539806366,0.605367661,0.652973175,0.752914429
12,2022,257,1,2,0,1,5,0.386,542.14,0.309789764,0.070493717,0.126960754,0.267677307,0.325496674,0.36038208,0.385440826,0.472335815
12,2023,157,1,1,NA,1,6,0.57,742.14,0.661309626,0.102355244,0.323410034,0.637760162,0.683433533,0.733078003,0.76131134,0.800178528
12,2023,265,1,2,NA,2,5,0.332,579.38,0.263958778,0.040886132,0.170120239,0.236228943,0.266456604,0.289871216,0.311894226,0.388015747
13,2022,165,1,1,0,0,NA,0.74,901.3,0.717194604,0.129851167,0.222854614,0.672714233,0.73141861,0.802282333,0.864513397,0.948776245
13,2022,257,1,2,0,0,NA,0.252,430.81,0.217061384,0.069082398,0.069740295,0.165996552,0.207740784,0.265663147,0.319447327,0.387390137
13,2023,157,1,1,NA,0,4,0.844,1116.35,0.975580181,0.143220923,0.675071716,0.833633423,0.991950989,1.095474243,1.165397644,1.229454041
13,2023,265,1,2,NA,2,NA,0.336,518.09,0.270901764,0.061727486,0.071037292,0.239841461,0.27779007,0.309352875,0.349277496,0.388793945
14,2022,165,1,1,0,0,3,0.798,771.61,0.640560676,0.104479165,0.215110779,0.617164612,0.673110962,0.707054138,0.731716919,0.762718201
14,2022,257,1,2,0,2,3,0.252,504.16,0.250120358,0.040215,0.106735229,0.226886749,0.256240845,0.279676437,0.29574585,0.335525513
14,2023,157,1,1,NA,0,4,0.902,789.17,0.832831734,0.123788606,0.484260559,0.749130249,0.805580139,0.92086792,1.013240051,1.169525146
14,2023,265,1,2,NA,2,2,0.318,453.79,0.295443547,0.049912161,0.140724182,0.275733948,0.300758362,0.326469421,0.347290039,0.408973694
15,2022,165,1,1,1,1,NA,0.56,1040.13,0.490142513,0.127096162,0.277481079,0.378864288,0.471382141,0.573282242,0.685562134,0.795433044
15,2022,257,1,2,1,0,NA,0.29,476.48,0.230362834,0.056303866,0.119613647,0.187509537,0.221858978,0.266902924,0.318990326,0.377319336
15,2023,157,1,1,NA,1,6,0.62,836.69,0.736798753,0.066915134,0.592201233,0.684801102,0.730384827,0.788919449,0.825884247,0.918128967
15,2023,265,1,2,NA,2,NA,0.392,825.8,0.330409775,0.053426931,0.215232849,0.286790848,0.317558289,0.378633499,0.403720856,0.43875885
16,2022,165,1,1,0,2,6,0.49,1073.38,0.440957508,0.124033628,0.070045471,0.381982803,0.460041046,0.514732361,0.596442413,0.667617798
16,2022,257,1,2,1,1,3,0.35,422.92,0.279814519,0.067552738,0.11504364,0.229358673,0.289482117,0.332878113,0.360939026,0.433921814
16,2023,157,1,1,NA,1,8,0.576,762.69,0.723046767,0.064671764,0.520019531,0.696826935,0.7345047,0.766860962,0.797570801,0.859794617
16,2023,265,1,2,NA,2,5,0.422,656.19,0.335543026,0.051034769,0.206840515,0.300683975,0.333286285,0.36505127,0.407686615,0.482635498
17,2022,165,1,1,1,1,NA,0.48,920.25,0.466413764,0.085270298,0.215911865,0.414585114,0.470264435,0.532032013,0.557901764,0.682258606
17,2022,257,1,2,0,0,NA,0.282,269.03,0.255333428,0.042354061,0.131263733,0.228042603,0.252445221,0.2849617,0.315386963,0.352180481
17,2023,157,1,1,NA,2,5,0.42,954.45,0.65274893,0.045936641,0.514846802,0.62020874,0.649406433,0.683547974,0.718821716,0.849937439
17,2023,265,1,2,NA,1,NA,0.386,810.33,0.355756893,0.051378907,0.198905945,0.319046021,0.361022949,0.395370483,0.423942566,0.444641113
18,2022,165,1,1,0,2,3,0.162,556.82,0.251500696,0.072017549,0.100975037,0.201248169,0.247890472,0.295776367,0.348207092,0.533500671
18,2022,257,1,2,0,2,2,0.304,415.47,0.220020728,0.057613921,0.099693298,0.176937103,0.209228516,0.251476288,0.2972229,0.428283691
18,2023,265,1,2,NA,2,2,0.362,489.53,0.313651273,0.051339959,0.182762146,0.28396225,0.313705444,0.351797104,0.379665375,0.42514801
19,2022,165,1,1,0,1,8,0.674,787.16,0.546750039,0.115115209,0.234138489,0.458602905,0.542434692,0.629955292,0.7141922,0.844192505
19,2022,257,1,2,1,0,11,0.14,36.55,0.089072814,0.025455922,0.023078918,0.070861816,0.088535309,0.106019974,0.123921967,0.150169373
19,2023,157,1,1,NA,2,11,0.602,773.59,0.658573185,0.117480249,0.331306458,0.582380295,0.649154663,0.746776581,0.818300629,0.891136169
19,2023,265,1,2,NA,2,9,0.312,371.62,0.341011452,0.02595484,0.269874573,0.322290421,0.342948914,0.36048317,0.372779846,0.398979187
2,2022,165,1,1,1,1,8,0.664,1096.45,0.603605199,0.107237996,0.287773132,0.545028687,0.627662659,0.689865112,0.715426636,0.773841858
2,2022,257,1,2,0,0,7,0.15,41.83,0.085954718,0.02930382,0.025520325,0.060890198,0.086708069,0.108329773,0.122520447,0.157302856
2,2023,157,1,1,NA,0,13,0.59,805.68,0.637310407,0.107175056,0.375343323,0.568481445,0.615501404,0.700775146,0.794287109,0.923179626
2,2023,265,1,2,NA,2,10,0.278,355.03,0.257752391,0.036002607,0.172393799,0.235855103,0.256240845,0.278877258,0.294441223,0.434089661
20,2022,165,1,1,0,1,NA,0.652,761.47,0.56804994,0.109164789,0.25201416,0.49249649,0.571857452,0.653610229,0.708295441,0.793548584
20,2022,257,1,2,0,0,NA,0.146,36.49,0.078656642,0.019833996,0.025268555,0.065490723,0.076644897,0.090501785,0.106596375,0.13835144
20,2023,157,1,1,NA,1,11,0.57,603.87,0.515694418,0.070619608,0.277603149,0.461624146,0.52936554,0.575592041,0.602172852,0.665260315
